NOM	_1891_1900	_1901_1910	_1911_1920	_1921_1930	_1931_1940	_1941_1950	_1951_1960	_1961_1970	_1971_1980	_1981_1990	_1991_2000
ABRIAL	99	170	129	177	162	190	216	206	146	164	140
ABRIANY	6	7	2	3	5	5	6	4	5	1	1
ABRIAT	9	8	9	4	11	23	12	16	15	7	16
ABRIBAT	47	65	64	70	56	68	44	58	46	27	25
ABRIC	43	71	82	80	47	97	80	70	89	58	47
ABRIEL	6	22	14	7	22	30	25	30	38	31	23
ABRIET	2	9	10	6	10	7	3	9	4	0	3
ABRIEU	6	19	19	21	15	12	20	15	16	16	10
ABRIEUX	12	7	8	13	4	7	13	7	1	10	2
ABRIGNANI	0	0	0	0	0	0	5	13	3	5	4
ABRIKH	0	0	0	0	0	1	4	13	7	11	13
ABRIL	8	14	12	32	17	31	29	68	46	31	45
ABRILLET	0	2	4	0	4	8	2	15	14	9	8
ABRIN	0	8	16	12	9	15	13	29	27	22	28
ABRINO	0	7	3	0	7	5	1	8	1	2	6
ABRIOL	15	20	20	20	12	22	27	7	8	22	10
ABRIOUX	25	32	21	29	23	38	41	26	26	36	20
ABRIQUET	3	0	2	4	0	3	9	4	2	2	2
ABRISKA	1	3	1	3	9	7	6	9	6	8	13
ABRIVARD	7	11	2	18	14	9	28	21	16	23	17
ABROUGUI	0	0	0	0	0	0	0	1	20	33	24
ABROUS	0	0	0	0	0	2	1	9	2	19	15
ABROUSSE	4	7	18	23	25	27	27	47	34	38	42
ABRUNHOSA	0	0	0	0	0	0	0	8	29	30	21
ABRUZZESE	2	6	4	5	0	5	3	8	5	0	3
ABRUZZI	0	0	0	4	1	6	10	2	8	5	0
ABRUZZO	0	0	0	1	4	2	10	7	5	15	9
ABRY	70	130	104	127	107	152	118	115	107	98	88
ABRY-DURAND	3	9	1	2	1	3	6	1	2	4	2
ABS	0	4	16	9	0	10	7	3	7	12	9
ABSALON	14	47	60	74	80	82	138	157	139	122	132
ABSCHEIDT	0	2	2	3	2	5	8	6	7	15	4
ABSI	0	0	0	0	0	0	0	9	15	31	27
ABSIL	2	12	14	23	9	16	20	23	14	15	17
ABSIN	0	4	2	2	2	10	3	5	9	2	2
ABSIRE	6	3	1	7	9	4	3	13	8	2	6
ABSOLON	1	2	3	5	5	4	7	2	2	4	2
ABSOLONIO	2	3	6	4	6	2	6	10	10	6	4
ABSOLU	8	2	4	11	5	13	13	4	8	12	10
ABSOUS	1	2	4	7	6	10	9	6	5	8	8
ABSYRTHE	1	3	10	3	4	4	1	7	2	3	6
ABSYTE	0	0	7	8	5	9	27	23	24	32	14
ABT	39	71	61	91	64	68	91	91	69	66	74
ABTAN	0	0	0	0	0	0	2	6	7	13	9
ABTEY	1	8	3	5	4	5	2	5	6	2	0
ABUDO	0	0	2	0	4	2	2	6	6	4	11
ABUFERA	1	5	3	5	6	6	10	16	12	5	16
ABY	7	6	2	8	11	5	9	20	6	14	19
ABYSIQUE	2	2	3	8	10	3	14	20	8	11	17
ABYVEN	0	7	7	4	2	11	7	1	2	4	1
AC H	0	4	4	5	7	23	9	9	4	0	0
AC'H	0	0	0	1	6	3	1	3	15	6	6
ACACIA	0	0	2	3	3	5	5	10	5	4	14
ACACIO	0	0	1	5	6	6	9	13	8	15	15
ACADINE	3	22	31	34	39	39	58	73	86	51	60
ACAMA VIRAMA	0	2	3	0	0	2	5	2	0	10	7
ACAMA-VIRAMA	0	1	5	4	10	21	17	24	27	11	10
ACAMAS	2	3	4	7	8	7	8	11	2	12	11
ACAMER	0	0	3	4	2	7	6	4	9	8	3
ACAMPORA	0	4	2	8	4	2	7	9	11	10	10
ACANFORA	1	0	0	2	1	5	5	10	7	4	2
ACAPANDIE	0	3	4	8	10	10	36	46	17	41	29
ACAR	2	12	10	15	18	18	33	35	71	156	195
ACARD	16	30	18	38	41	32	39	61	41	42	32
ACARDY	0	2	1	0	4	4	4	10	7	7	7
ACARI	0	2	5	7	1	2	12	2	1	8	6
ACARIE	5	5	4	4	2	9	10	1	8	9	4
ACARIES	0	1	0	0	0	0	0	7	8	10	14
ACARIS	0	3	5	1	7	2	0	11	3	6	2
ACART	4	2	5	5	8	10	11	8	14	10	12
ACARY	4	9	11	4	8	11	9	9	14	16	6
ACAS	1	5	7	3	4	8	3	8	6	1	9
ACASTE	1	5	4	3	2	2	11	7	11	14	10
ACATIAPA	1	0	1	2	0	2	8	4	6	2	6
ACBARD	2	0	3	0	6	5	1	6	4	2	2
ACCA	1	0	0	1	4	3	6	8	3	5	5
ACCABAT	7	14	11	15	5	7	5	5	6	2	3
ACCADBLED	3	4	6	8	10	8	9	15	18	5	8
ACCADEBLED	0	6	6	7	3	12	21	8	13	18	9
ACCAJOU	0	0	5	6	3	2	4	4	3	2	2
ACCAMAH	0	3	1	3	6	8	8	15	7	4	6
ACCAMBRAY	11	6	9	6	19	10	3	18	14	4	15
ACCARD	34	39	43	49	45	67	79	74	73	81	61
ACCARDI	0	0	1	2	1	2	11	21	17	28	10
ACCARDO	2	7	3	3	1	7	15	49	46	49	42
ACCAREL	0	4	2	3	0	4	6	1	6	4	3
ACCARIAS	12	12	13	9	19	21	8	17	19	14	6
ACCARIE	13	13	13	25	22	33	23	16	25	15	15
ACCARIER	4	5	10	7	1	7	10	6	10	8	9
ACCARIES	12	17	18	16	23	19	25	23	15	21	12
ACCARION	6	9	1	8	7	8	9	8	8	7	2
ACCART	42	74	83	108	85	131	189	142	150	140	122
ACCARY	53	53	53	85	52	98	95	77	81	86	75
ACCASSAT	0	2	9	5	6	13	5	9	10	3	7
ACCASSIN	1	0	2	5	6	6	13	3	6	6	5
ACCAULT	8	6	11	15	16	21	21	18	27	14	18
ACCENT	2	2	1	5	5	2	5	4	1	3	2
ACCERANI	0	0	0	7	2	3	14	4	3	11	10
ACCES	0	0	2	3	1	5	9	4	8	3	3
ACCETTA	0	0	0	1	5	3	5	16	9	11	15
ACCETTOLA	0	0	0	3	0	3	6	6	8	4	5
ACCETTONE	0	0	0	2	3	1	5	9	4	3	5
ACCHIARDI	5	7	6	23	21	15	34	25	12	13	13
ACCHIARDO	7	6	5	9	5	10	7	8	10	4	3
ACCIAI	0	0	1	4	9	6	7	11	3	8	7
ACCIARI	2	3	6	6	10	13	9	14	7	15	10
ACCIARO	0	0	1	1	1	5	6	5	10	2	5
ACCILI	0	0	1	6	2	1	8	6	7	7	3
ACCIPE	0	5	6	11	15	22	30	36	39	51	37
ACCLEMENT	0	4	1	4	7	0	3	7	0	3	6
ACCO	0	0	0	4	0	1	6	16	10	8	19
ACCOCE	13	6	17	19	11	13	6	11	11	0	5
ACCOCEBERRY	3	1	8	7	8	10	4	13	5	5	3
ACCOLAS	10	26	27	27	16	24	31	35	39	28	25
ACCOLEY	5	0	2	10	3	3	11	3	2	2	3
ACCORNERO	2	7	4	3	4	13	7	9	5	2	1
ACCORSI	3	3	10	13	16	25	17	33	16	17	24
ACCORSO	0	0	0	0	0	2	4	5	8	1	10
ACCOSSANO	0	5	3	0	5	5	3	5	4	5	4
ACCOSSATO	1	1	1	7	1	6	3	2	13	1	2
ACCOT	0	7	11	13	11	9	15	18	15	18	25
ACCOU	16	10	9	25	19	23	16	26	16	20	13
ACCOURI	0	0	5	4	0	4	9	4	2	2	2
ACCOYER	2	4	5	4	5	8	0	5	5	0	2
ACCURSI	1	1	1	2	1	5	9	21	8	10	10
ACCURSO	0	3	1	1	1	0	8	6	6	6	2
ACCUS	1	4	2	7	14	12	9	26	22	11	15
ACEBES	0	0	1	6	0	8	7	4	11	4	13
ACED	0	0	6	3	5	9	10	18	7	12	4
ACEDO	0	1	4	7	12	8	41	43	20	42	21
ACEITUNO	0	0	0	0	0	0	3	15	3	10	10
ACELDY	1	4	7	11	17	23	24	34	32	20	25
ACELOR	0	2	6	1	2	10	4	10	9	6	3
ACEM	0	0	0	0	0	0	0	6	10	8	8
ACER	0	0	0	0	0	0	0	0	9	34	51
ACERBI	0	2	3	6	3	5	10	2	5	8	3
ACERBIS	1	3	0	10	20	29	36	34	37	22	30
ACERO	1	0	0	2	1	8	7	10	13	10	5
ACETI	0	1	7	8	9	13	13	19	12	12	2
ACETO	1	2	0	2	3	8	10	6	16	14	14
ACEVEDO	2	1	0	4	1	3	12	35	34	34	22
ACEZAT	5	15	4	13	5	13	5	11	10	8	5
ACH	12	44	20	43	50	39	31	36	33	37	33
ACHA	0	0	0	1	1	7	1	10	8	6	9
ACHAB	0	1	0	2	2	3	6	22	27	40	50
ACHABOUB	0	0	0	0	5	6	3	5	10	8	8
ACHACH	0	0	0	0	0	0	2	7	5	8	13
ACHACHE	0	0	6	1	2	7	40	74	50	73	94
ACHACHERA	0	0	0	0	0	0	8	17	11	13	13
ACHAHBAR	0	0	0	0	0	0	0	1	21	74	58
ACHAHBOUN	0	0	0	0	0	0	0	0	10	39	21
ACHAIBOU	0	0	0	0	2	0	3	9	12	25	33
ACHAIN	11	19	20	9	10	24	36	24	26	32	19
ACHAINTRE	12	16	15	34	21	29	38	43	31	37	30
ACHALE	1	5	3	5	0	12	6	10	10	7	14
ACHALLE	5	10	9	9	9	17	17	16	10	17	6
ACHALME	13	8	8	17	11	8	16	17	6	12	8
ACHAMANA	0	0	0	3	0	1	10	2	2	12	10
ACHARD	441	599	527	648	570	699	735	749	625	593	550
ACHARD DE LA VENTE	3	7	5	9	4	9	27	16	9	23	24
ACHARD DE LELUARDIERE	0	1	6	6	8	7	13	9	14	15	12
ACHARD-LOMBARD	4	3	4	7	7	4	2	7	6	2	3
ACHARD-PICARD	6	7	4	7	7	6	4	3	2	6	3
ACHARI	0	0	0	0	1	2	3	7	11	9	16
ACHARKI	0	0	0	0	0	0	0	2	3	17	14
ACHART	8	15	16	10	11	16	16	15	12	30	12
ACHAT	2	4	7	13	10	13	25	21	23	24	16
ACHAUME	9	12	16	15	16	22	20	12	15	23	12
ACHBANI	0	0	0	0	0	0	0	0	7	9	15
ACHBAR	0	0	0	0	0	0	0	0	8	16	7
ACHDDOU	0	0	0	0	0	0	0	12	2	6	14
ACHDJIAN	0	0	1	9	11	9	7	4	8	7	3
ACHE	33	36	33	46	33	29	37	37	31	14	26
ACHEEN	0	7	1	1	10	14	10	15	11	13	12
ACHELOUS	1	0	6	7	14	12	22	18	22	21	26
ACHEMAOUI	0	0	0	0	0	0	6	20	24	10	16
ACHENZA	3	2	4	2	2	8	14	14	31	20	16
ACHER	43	58	59	95	92	94	153	129	95	126	91
ACHERAY	1	8	6	2	5	2	7	2	0	2	4
ACHERCHOUR	0	0	0	0	0	1	0	16	16	12	22
ACHERE	5	5	10	14	8	24	20	9	30	11	3
ACHERITEGUY	1	8	11	5	11	15	12	5	8	5	3
ACHERITOBEHERE	1	0	4	2	0	3	8	2	3	12	0
ACHERITOGARAY	2	8	7	10	12	6	21	13	14	20	7
ACHERKI	0	0	0	0	0	0	0	0	9	17	13
ACHERON	8	6	9	18	7	13	34	34	19	23	24
ACHET	4	5	3	2	3	5	2	2	4	6	4
ACHEUK	0	0	0	0	0	0	1	10	7	2	10
ACHEZ	3	3	4	6	1	10	7	6	4	6	2
ACHI	0	0	1	0	0	4	5	23	56	78	78
ACHIARDI	10	7	2	11	3	3	7	2	1	0	1
ACHIARY	4	1	1	5	7	5	8	5	4	8	8
ACHIBA	0	0	0	0	0	0	1	7	18	12	18
ACHIBANE	0	0	0	0	0	0	1	0	15	16	15
ACHICHE	0	0	0	0	2	1	1	25	6	7	14
ACHIGAR	7	4	15	15	12	14	11	14	11	10	9
ACHILE	0	5	4	2	0	3	4	4	6	6	8
ACHILLE	19	28	30	38	32	57	75	95	94	84	100
ACHILLI	21	19	26	31	35	42	47	36	26	31	38
ACHIM	0	3	7	0	4	4	5	7	4	4	5
ACHIN	18	33	27	32	31	48	42	40	43	34	31
ACHINI	1	2	2	10	12	2	7	7	5	8	3
ACHINO	0	0	1	1	1	5	4	6	6	6	4
ACHIR	0	0	0	0	0	2	1	15	41	44	55
ACHKAR	1	0	0	1	1	0	2	6	9	14	27
ACHMET	0	4	4	5	0	5	8	4	3	2	3
ACHON	6	13	14	18	18	37	29	40	34	32	36
ACHOU	0	0	0	1	2	3	7	5	5	7	10
ACHOUB	0	0	0	0	0	0	2	13	9	5	13
ACHOUCHE	0	0	0	2	0	3	5	16	26	28	28
ACHOUI	0	0	0	0	0	0	4	38	24	18	23
ACHOUKHI	0	0	0	0	0	0	0	0	3	8	23
ACHOUN	2	4	2	8	10	6	13	5	16	12	13
ACHOUR	1	4	1	9	17	36	101	237	269	376	382
ACHOUR-TANI	0	0	0	0	0	0	4	19	11	7	28
ACHOURI	0	0	0	1	3	11	32	124	183	150	173
ACHTE	8	20	14	17	20	17	26	30	26	30	25
ACHY	4	3	5	8	14	7	17	31	18	30	36
ACID	0	0	0	0	1	0	0	16	8	8	9
ACIDE	0	0	0	3	2	3	9	3	4	5	7
ACIEN	0	0	4	4	0	4	5	16	8	21	26
ACIER	3	12	18	13	12	32	16	20	16	6	21
ACIKGOZ	0	0	0	0	0	0	0	0	22	54	57
ACIMI	0	0	0	0	0	5	7	9	16	13	11
ACIMOVIC	0	0	0	0	0	0	1	3	16	7	7
ACIN	14	14	18	16	14	15	20	24	18	15	16
ACINA	0	8	11	16	8	10	19	17	14	15	12
ACIS	1	3	4	7	2	3	6	0	3	4	0
ACKAERT	15	13	7	6	7	12	2	10	6	8	7
ACKE	4	5	4	7	6	6	6	3	6	2	7
ACKEL	0	3	2	5	3	7	6	3	4	6	3
ACKER	139	175	165	267	203	248	311	247	225	210	175
ACKERER	4	18	6	9	8	17	15	21	9	15	21
ACKERMAN	2	5	4	0	1	2	6	5	2	2	7
ACKERMANN	174	215	215	240	233	306	291	288	263	228	193
ACKET	10	7	21	23	36	37	38	40	47	42	45
ACKOU	0	7	1	11	3	8	7	3	7	2	2
ACKX	0	6	6	6	5	4	7	5	7	2	4
ACLEMENT	3	4	7	4	4	10	3	7	1	5	6
ACLOQUE	21	62	34	54	44	59	66	62	65	50	43
ACOCA	0	0	0	0	4	3	5	13	19	7	18
ACOLAS	4	3	5	5	2	6	6	10	6	3	4
ACOLAT	1	6	4	0	9	7	1	4	1	4	3
ACOMAT	0	3	6	5	3	4	13	5	4	8	2
ACOSTA	0	0	10	32	27	42	75	117	94	124	89
ACOU	1	0	1	1	3	1	8	7	4	6	9
ACOULON	12	18	14	26	29	29	38	37	32	40	18
ACOUT	0	1	0	4	1	2	8	1	5	8	3
ACQUADRO	0	4	2	4	11	4	7	17	5	5	11
ACQUAERT	1	2	4	5	3	1	7	3	4	7	5
ACQUAIRE	11	5	6	8	10	8	10	17	5	15	17
ACQUARONE	13	16	14	16	17	11	8	15	13	6	7
ACQUART	22	37	25	53	23	58	64	50	57	56	46
ACQUATELLA	15	21	21	24	20	22	19	26	15	10	13
ACQUAVIVA	108	144	130	144	120	115	154	188	143	156	95
ACQUEBERGE	1	3	2	1	2	5	10	12	7	9	10
ACQUETTE	1	7	7	6	10	18	11	18	26	10	14
ACQUIE	4	18	9	16	5	4	17	11	6	7	4
ACQUIER	23	36	34	29	51	53	48	53	55	33	37
ACQUILIN	0	3	1	2	5	7	5	11	4	6	6
ACQUISTAPACE	0	6	11	10	19	21	8	28	21	29	24
ACQUISTO	0	0	0	0	0	1	9	14	16	16	7
ACQUITTER	5	9	7	11	10	14	20	19	21	24	14
ACRAMEL	0	6	5	1	5	14	13	8	16	11	6
ACREMANN	7	6	7	5	1	9	11	6	8	9	10
ACREMENT	0	2	2	3	2	8	6	4	5	8	1
ACROUTE DIT VAMPOUILLE	1	5	2	1	3	4	6	5	9	8	1
ACS	0	2	0	0	6	5	11	10	14	10	6
ACTHERGAL	2	2	0	7	7	2	9	11	12	9	8
ACTIF	1	5	0	7	2	2	0	5	7	3	10
ACTIS	7	6	12	28	18	18	20	27	19	17	11
ACTON	5	2	2	4	1	2	3	3	4	5	4
ACTRY	3	4	14	10	11	13	14	13	14	20	12
ACTUS	0	3	3	0	3	4	8	3	7	8	5
ACUANA	1	2	3	3	5	5	4	4	2	0	2
ACUN	0	0	0	0	0	0	0	0	1	11	24
ACUNA	0	0	0	0	1	4	5	10	16	19	24
ACUNZO	0	1	0	0	0	1	1	9	10	4	4
ACURCIO	0	0	0	0	5	1	6	9	6	3	8
ACUTI	0	1	1	2	4	4	3	6	2	2	5
ACX	0	0	5	3	2	3	4	7	7	5	2
ACXEL	2	4	1	3	5	5	5	3	1	5	2
ADA	0	8	5	4	7	5	10	16	28	15	35
ADAD	0	0	0	0	0	2	1	5	3	11	11
ADAFER	0	0	0	0	0	0	8	9	14	3	3
ADAGAS	1	2	2	7	4	3	8	6	4	6	0
ADAINE	1	7	7	8	12	10	12	19	8	11	13
ADAINE-JEAN-PIERRE	0	0	0	0	3	3	7	15	5	5	13
ADAIRE	1	10	15	9	9	15	30	20	13	29	25
ADAIUS	0	2	4	2	2	1	6	3	3	4	4
ADALA	0	0	2	3	2	2	6	3	19	27	14
ADALBERON	2	0	1	6	1	9	5	3	10	4	0
ADALBERT	1	3	5	3	7	19	16	27	19	23	18
ADALBERT-DEMARTAIZE	0	2	1	3	2	2	3	5	4	5	4
ADALGO	0	2	1	0	2	7	4	5	9	8	2
ADALID	0	0	4	3	2	4	1	10	7	8	9
ADALVIMART	0	0	4	2	2	8	9	5	5	9	1
ADAM	1460	2078	1871	2662	2645	3027	3668	3646	3121	3063	2915
ADAM DE VILLIERS	1	5	10	20	13	14	15	17	13	23	17
ADAMA	0	1	2	0	0	1	0	0	5	21	6
ADAMA-MALATCHIMY	1	0	0	2	10	0	11	15	18	11	10
ADAMCIK	0	0	0	1	6	3	3	10	7	4	5
ADAMCZAK	1	0	2	67	69	53	73	69	57	49	35
ADAMCZEWSKI	1	0	0	20	29	34	16	26	39	19	23
ADAMCZUK	0	0	0	0	7	5	1	6	5	1	7
ADAMCZYK	0	1	1	52	101	63	107	105	82	94	81
ADAME	0	0	0	2	0	6	11	18	14	17	34
ADAMEC	0	0	1	6	11	9	9	5	8	7	4
ADAMEK	0	0	0	23	16	9	22	18	13	14	14
ADAMEZYK	0	0	0	9	11	2	5	2	1	3	4
ADAMI	19	33	37	61	84	73	117	116	107	99	86
ADAMIAK	0	0	0	22	31	20	30	30	15	22	17
ADAMIK	0	0	2	4	9	7	4	11	6	10	9
ADAMINI	1	2	1	6	4	3	8	7	6	6	7
ADAMIS	0	4	10	10	4	24	25	18	24	31	28
ADAMISTE	1	5	1	2	4	3	4	6	4	5	5
ADAMKIEWICZ	0	0	0	12	24	26	41	44	28	31	24
ADAMO	0	2	1	19	9	19	71	123	122	120	93
ADAMOLI	0	0	0	5	5	3	6	4	7	6	9
ADAMOU	0	0	0	0	0	0	0	0	12	18	13
ADAMOVIC	0	0	0	0	3	1	2	8	17	13	9
ADAMOWICZ	1	2	4	4	5	7	9	8	13	13	6
ADAMOWSKI	0	0	0	10	9	6	18	9	7	6	8
ADAMS	41	52	49	37	46	85	118	134	101	111	136
ADAMSKI	1	2	6	80	110	115	129	113	85	91	76
ADAMUS	0	0	1	19	15	13	20	13	17	10	13
ADAMY	15	46	48	40	38	40	45	30	56	27	22
ADAN	2	8	14	8	7	16	18	34	36	31	22
ADANALIAN	0	0	0	4	7	4	4	13	4	11	4
ADANCOURT	3	3	6	1	0	4	1	7	4	2	3
ADANE	0	0	0	3	2	2	3	12	8	19	13
ADANG	4	2	3	4	4	9	4	2	7	5	17
ADANI	2	4	2	8	10	13	17	29	14	8	13
ADANS	0	2	2	1	4	5	4	3	14	4	0
ADANT	7	7	10	8	5	21	10	9	7	7	13
ADAO	0	0	0	0	1	0	2	12	37	26	16
ADAOUST	6	4	5	4	8	4	10	10	7	4	6
ADARA	0	0	0	0	0	3	7	4	9	3	4
ADASSUS	1	5	3	4	0	8	3	2	5	4	0
ADATO	0	0	9	3	8	8	5	5	6	1	3
ADATTE	4	2	2	6	10	4	9	7	7	9	5
ADAU	2	1	0	4	4	0	12	5	0	7	5
ADAVAMIS	0	6	3	5	9	9	15	11	11	16	16
ADAYA	0	0	0	0	1	0	7	4	3	9	12
ADDA	6	12	14	23	21	41	78	149	173	241	221
ADDAD	0	0	0	0	1	1	8	34	42	56	32
ADDALA	0	0	0	0	0	0	7	15	35	32	31
ADDAR	0	0	0	1	0	0	0	0	12	12	10
ADDARIO	0	0	0	0	1	5	28	21	39	37	29
ADDE	35	61	55	116	106	95	151	129	127	65	88
ADDED	0	0	0	0	0	0	11	33	12	7	19
ADDENET	2	5	0	3	3	2	10	4	1	5	3
ADDENIN	2	5	1	3	0	2	14	0	3	4	0
ADDEO	0	0	0	0	0	2	6	6	5	7	6
ADDES	6	1	4	6	0	5	10	5	14	13	8
ADDESA	0	0	0	0	0	0	3	12	12	5	6
ADDI	0	0	1	0	0	4	0	22	59	47	60
ADDIS	0	2	0	3	7	3	13	23	14	24	5
ADDOU	0	0	0	0	0	1	15	27	42	69	76
ADDOUCHE	0	0	0	1	0	1	13	2	6	10	11
ADDOUN	0	0	0	0	0	0	7	23	22	20	25
ADE	17	38	41	47	52	74	68	101	76	59	76
ADECALOM	0	1	2	3	5	3	8	3	4	2	0
ADEE	2	0	6	1	1	7	4	5	7	2	7
ADEKALOM	0	2	10	10	10	13	32	25	18	36	29
ADEL	13	23	19	30	48	88	139	196	233	190	246
ADELAAR	0	0	0	0	0	1	0	5	7	11	34
ADELAERE	0	0	4	1	2	2	7	7	4	12	8
ADELAIDE	37	135	127	134	149	196	263	316	261	269	252
ADELANTADO	0	2	2	10	5	6	13	10	7	12	10
ADELARD	0	7	16	7	15	23	12	25	21	10	21
ADELATCHIMY	0	1	0	3	1	2	4	6	5	4	13
ADELBRECHT	8	10	3	5	6	3	4	7	3	6	2
ADELE	24	53	56	82	51	88	171	163	164	207	186
ADELE-AMELIE	0	1	2	2	5	1	9	8	2	4	7
ADELE-ROSE	0	0	2	1	1	3	8	7	5	7	13
ADELEE	3	6	9	7	3	6	14	7	6	9	4
ADELER	2	3	11	9	9	17	25	38	27	29	38
ADELHELM	0	4	2	4	2	1	9	1	3	2	2
ADELIN	6	11	32	20	21	31	40	37	20	33	33
ADELINE	64	109	100	152	113	164	202	171	167	183	140
ADELINET	6	7	8	21	7	9	15	9	17	12	12
ADELINO	0	0	0	4	2	1	3	5	10	5	5
ADELIS	7	23	29	17	18	32	23	26	35	14	25
ADELISE	1	12	12	3	12	30	42	37	30	31	28
ADELISSE	2	3	2	2	7	2	6	5	5	4	6
ADELL	0	3	15	42	47	69	75	113	87	75	77
ADELLA	0	1	3	0	1	8	7	2	12	10	0
ADELLE	7	10	9	22	24	35	37	59	55	63	53
ADELLES	3	0	1	1	2	2	14	11	12	20	30
ADELLON	4	2	0	5	3	0	6	11	2	3	12
ADELMANN	3	4	0	5	0	6	8	2	4	4	2
ADELO	0	1	1	0	3	3	3	8	3	5	5
ADELON	3	9	12	15	11	9	30	19	18	31	15
ADELPHE	1	0	7	11	4	3	4	3	3	6	2
ADELSON	1	2	8	6	5	5	8	12	7	21	18
ADELUS	5	4	3	4	6	5	4	2	6	4	1
ADELYS	0	3	3	3	5	5	11	10	13	16	12
ADEM	0	2	0	0	2	5	5	31	34	23	23
ADEMA	4	9	9	9	7	7	7	7	10	4	5
ADEMAR	5	10	13	13	13	14	13	14	10	13	9
ADEMI	0	0	0	0	2	0	6	3	8	6	16
ADEN	7	9	8	11	12	7	27	17	18	30	24
ADENET	6	6	27	18	13	34	29	27	42	29	23
ADENET-LOUVET	3	13	10	7	14	18	7	16	16	6	15
ADENIER	0	7	0	5	3	3	5	4	4	4	1
ADENIN	3	4	5	7	8	11	8	11	8	5	5
ADENIS	26	45	43	47	32	49	63	40	37	34	34
ADENOR	2	12	10	7	12	12	15	11	19	13	15
ADENOT	17	31	35	40	34	67	88	61	82	82	68
ADEQUILOM	0	1	0	1	4	0	5	6	3	5	6
ADEQUIN	1	1	2	5	13	6	16	21	9	11	13
ADER	112	168	106	172	115	159	170	155	125	101	89
ADERAN	1	2	1	6	4	5	14	11	7	10	7
ADERDOUR	0	0	0	0	0	0	0	0	3	27	13
ADERHOLD	0	0	0	3	2	4	7	8	13	9	2
ADERIC	0	4	7	4	6	13	23	15	25	23	12
ADERNO	0	3	1	6	2	4	11	8	2	11	5
ADES	2	5	11	16	7	17	26	30	41	41	21
ADESIR	3	7	4	3	10	5	9	15	10	6	11
ADET	20	31	16	51	39	50	59	55	50	51	48
ADEUX	3	12	7	18	12	34	39	27	33	26	19
ADGE	10	10	13	19	11	21	15	14	12	7	14
ADGIE	1	3	4	3	9	4	10	19	9	15	14
ADGNOT	3	6	3	4	5	9	8	15	11	12	14
ADHEL	0	5	2	8	11	8	3	8	14	10	6
ADHEMAR	3	6	3	5	5	5	3	4	2	3	4
ADHEMARD	9	11	6	12	15	10	6	11	7	2	3
ADHENET	0	1	5	4	2	4	5	2	6	7	0
ADHUMEAU	22	6	10	23	12	11	14	15	12	13	6
ADIA	0	1	4	0	4	4	8	13	13	18	24
ADIAS	5	10	1	9	3	1	0	6	2	3	1
ADIASSE	7	16	14	18	20	20	23	25	24	32	15
ADIB	0	0	0	0	0	1	4	1	16	30	35
ADIBA	0	0	0	1	0	1	3	16	6	8	8
ADICEAM	0	0	0	0	0	1	3	12	4	16	16
ADIDA	1	0	1	3	9	5	6	19	24	13	15
ADIDI	1	2	4	5	0	2	2	2	1	7	4
ADIEN	7	8	5	9	12	9	4	6	13	2	2
ADIER	4	16	11	13	9	17	15	19	13	13	15
ADIGADOU	1	0	1	4	2	0	8	10	2	16	5
ADIGE	2	10	8	6	2	9	6	11	8	8	8
ADIGERY	0	1	1	4	1	2	15	9	6	16	14
ADIGUZEL	0	0	0	0	0	0	0	0	6	21	40
ADIL	0	0	0	0	0	1	3	11	20	9	23
ADILE	0	0	0	0	0	0	1	4	5	7	13
ADILLON	2	1	2	6	3	1	13	4	0	3	2
ADILLY	0	1	0	0	4	4	2	2	4	6	8
ADILON	0	2	3	3	1	6	4	5	6	0	2
ADIMI	0	0	0	0	1	0	0	2	7	8	14
ADIMOULON	0	2	1	1	1	5	6	7	4	9	7
ADIN	6	28	24	29	33	49	65	57	65	47	44
ADINARAYANIN	0	3	6	4	0	6	5	7	7	9	6
ADINE	10	9	10	9	11	19	12	14	20	20	15
ADINOLFI	1	3	3	5	8	9	15	19	15	7	10
ADINS	0	2	5	6	1	5	4	3	4	4	4
ADISSON	3	4	5	8	3	8	9	7	6	10	11
ADIVEZE	2	4	2	6	6	5	6	12	6	4	7
ADIYAMAN	0	0	0	0	0	0	0	0	6	17	17
ADJA	0	0	0	0	0	0	0	7	9	4	18
ADJABI	0	0	0	0	0	0	5	22	23	17	30
ADJACENT	3	14	6	5	9	6	8	11	6	3	13
ADJADJ	0	1	3	8	6	14	18	72	64	54	72
ADJAL	0	0	0	0	2	1	30	76	64	67	85
ADJALI	0	0	0	0	0	0	3	10	16	18	18
ADJAM	0	0	0	0	0	2	6	5	7	10	10
ADJAMIAN	0	0	0	0	5	2	1	5	12	2	10
ADJANOHOUN	0	0	0	0	0	0	0	4	6	16	13
ADJAOUD	0	0	0	0	0	11	16	54	68	57	58
ADJAOUT	0	0	0	0	0	0	3	9	18	14	22
ADJAR	0	0	0	0	0	0	0	4	4	6	20
ADJE	1	0	0	1	0	0	1	6	6	8	18
ADJEDJ	0	0	0	0	0	1	15	62	26	45	48
ADJEL	0	0	0	0	0	0	1	18	15	14	6
ADJEMI	0	0	0	0	0	0	0	9	18	35	26
ADJEMIAN	0	0	2	28	43	37	33	26	24	24	12
ADJEMOUT	0	0	0	0	0	4	16	11	6	9	10
ADJERIME	0	0	0	0	0	0	0	13	15	10	7
ADJEROUD	0	0	0	0	0	0	3	17	10	17	12
ADJEROUDI	0	0	0	0	0	1	4	6	6	7	10
