NOM	_1891_1900	_1901_1910	_1911_1920	_1921_1930	_1931_1940	_1941_1950	_1951_1960	_1961_1970	_1971_1980	_1981_1990	_1991_2000
AUDREN DE KERDREL	6	0	3	7	10	5	11	25	13	14	26
AUDRENO	1	11	8	8	17	13	9	18	12	10	11
AUDRERIE	22	44	46	35	44	52	34	50	26	28	38
AUDREY	0	2	0	0	0	1	2	1	15	7	2
AUDREZET	7	7	13	28	19	18	40	27	13	24	22
AUDRI	6	4	7	2	5	4	2	4	1	2	0
AUDRIC	22	19	14	22	25	14	8	16	14	10	6
AUDRIEU	2	5	6	9	3	12	10	5	4	4	10
AUDRIN	30	36	18	66	25	41	64	42	45	50	34
AUDRIT	0	2	2	4	2	1	7	7	1	5	3
AUDRIX	5	5	10	17	9	5	9	6	5	10	4
AUDROIN	5	8	9	10	5	11	15	25	14	9	21
AUDROING	0	3	7	5	2	8	2	3	1	0	0
AUDROUHIN	2	1	0	1	1	5	7	1	3	6	3
AUDROUING	0	5	3	3	0	11	1	1	10	3	4
AUDRU	8	11	4	1	2	15	7	4	9	4	3
AUDRY	72	136	115	154	125	183	203	156	161	124	111
AUDU	1	11	13	13	12	15	22	18	20	23	18
AUDUBERT	49	67	41	71	58	50	67	86	57	50	53
AUDUBERTEAU	14	9	7	12	15	16	19	23	24	14	8
AUDUBON	2	3	3	5	6	6	5	11	3	3	6
AUDUC	33	49	30	33	65	54	51	79	52	36	58
AUDUGE	13	17	14	17	11	22	22	21	26	7	12
AUDUGET	0	1	0	5	3	5	6	6	7	0	5
AUDUIT	1	3	0	4	2	6	14	3	13	11	1
AUDUMARES	1	0	7	2	0	7	6	2	4	1	1
AUDURAUD	3	0	3	3	4	5	1	6	1	2	3
AUDUREAU	83	108	127	169	175	230	243	241	238	229	202
AUDUREAU-CAZAS	0	0	1	2	4	7	8	4	8	8	3
AUDURIER	18	39	27	55	42	46	65	54	44	38	48
AUDUSSEAU	9	20	19	28	31	56	52	59	76	54	37
AUDUY	3	3	2	4	5	3	2	4	2	3	1
AUDVAL	0	0	1	4	0	4	13	3	15	5	6
AUDVARD	2	2	0	7	3	2	6	1	3	4	4
AUDY	66	86	65	102	109	107	127	128	94	93	101
AUE	0	2	0	6	6	11	11	14	11	9	8
AUER	59	95	69	77	109	111	112	138	91	106	112
AUERBACH	2	2	6	5	5	10	7	9	12	3	14
AUERT	9	22	13	13	13	15	18	11	3	12	7
AUFAURE	36	74	60	47	50	60	59	37	58	33	24
AUFAUVRE	20	25	23	33	28	43	45	32	57	25	31
AUFDERBRUCK	4	3	1	5	3	3	5	10	2	1	5
AUFEUVE	0	5	5	3	4	3	4	5	3	2	2
AUFEVRE	3	11	1	7	9	9	10	8	3	9	6
AUFFAN	3	17	7	11	6	9	8	3	11	2	5
AUFFEVES	0	0	1	2	1	5	6	4	8	6	3
AUFFINGER	7	8	10	14	5	14	11	11	10	5	14
AUFFRAIS	3	3	9	5	10	13	17	12	17	17	8
AUFFRANC	0	2	2	1	2	3	8	6	6	9	8
AUFFRAY	150	208	174	315	341	345	418	483	385	403	433
AUFFRAYS	1	6	7	0	3	7	2	6	5	9	5
AUFFREDIC	0	4	3	2	4	9	1	5	1	3	5
AUFFREDO	2	5	4	1	3	3	1	7	2	1	6
AUFFREDOU	11	12	15	26	12	32	22	21	19	13	13
AUFFRET	304	557	621	803	726	811	917	941	741	674	633
AUFFROY	4	7	6	7	2	6	0	10	7	1	9
AUFILS	2	7	7	5	8	8	6	7	5	2	4
AUFORT	75	78	79	102	66	98	88	78	85	71	75
AUFOUR	6	4	10	12	0	7	4	2	3	5	2
AUFRAGNE	3	7	3	9	3	6	5	5	12	3	2
AUFRANC	18	16	14	36	22	25	23	39	21	17	23
AUFRAND	9	9	7	13	16	6	21	9	8	18	8
AUFRANT	16	13	15	23	15	8	13	12	9	11	9
AUFRAY	21	42	39	59	32	49	64	38	46	49	30
AUFRERE	119	164	119	162	162	183	178	199	146	135	130
AUFRET	3	6	3	5	4	1	6	4	3	1	0
AUFROY	5	12	5	8	7	10	19	8	5	19	5
AUFSATZ	1	7	8	9	12	14	8	11	15	5	2
AUFSCHNEIDER	8	8	9	14	6	3	7	6	1	2	10
AUG	5	5	7	7	10	17	14	11	17	10	10
AUGADE	5	10	16	13	11	21	13	15	24	15	18
AUGAGNEUR	39	81	52	84	74	84	71	110	71	62	65
AUGAIN	6	8	3	8	4	1	8	2	4	4	2
AUGAIS	10	20	14	13	15	18	22	15	18	11	13
AUGAIT	7	17	11	18	14	15	23	28	13	17	12
AUGAN	2	1	0	6	1	5	5	9	3	5	7
AUGARD	5	12	16	12	8	13	6	16	9	3	10
AUGARDE	14	15	4	16	16	10	16	19	10	8	17
AUGAREILS	3	3	9	10	1	6	12	3	9	6	1
AUGAS	4	9	8	20	10	16	11	20	14	10	11
AUGAT	5	8	3	9	10	6	9	14	6	10	7
AUGAUDY	6	9	6	12	10	12	7	10	10	5	4
AUGAY	19	21	25	37	28	41	40	43	42	27	33
AUGE	467	613	468	684	593	692	820	752	681	611	542
AUGE-COURTOI	0	3	0	2	2	3	3	6	5	0	6
AUGEARD	42	59	69	70	66	114	115	93	101	101	80
AUGEAT	0	6	4	5	4	9	9	3	8	1	1
AUGEAU	12	15	9	18	15	27	21	27	26	13	15
AUGEE	2	7	2	10	3	0	2	6	1	0	7
AUGEIX	13	17	9	17	19	25	21	16	25	17	20
AUGEL	13	14	9	15	12	13	11	13	9	2	6
AUGELET	1	8	2	9	6	5	9	7	10	5	12
AUGELLE	0	1	1	5	1	3	7	0	5	7	0
AUGELLO	0	0	1	4	2	2	9	27	17	18	23
AUGELMANN	0	3	3	3	3	10	6	9	4	4	6
AUGEM	5	9	4	11	4	3	18	10	6	11	14
AUGEN	3	13	7	8	13	11	22	19	17	29	18
AUGENDRE	68	126	103	136	122	125	188	184	114	99	95
AUGENE	5	3	0	7	3	3	5	2	3	2	3
AUGENIE	2	7	2	2	6	1	5	7	1	0	4
AUGER	783	1124	1074	1454	1333	1690	1890	1855	1565	1440	1425
AUGERAI	0	2	2	1	2	2	15	22	21	30	16
AUGERAS	3	9	2	0	5	6	1	6	4	1	7
AUGERAT	3	2	0	10	10	4	5	4	3	2	1
AUGERAUD	17	19	16	29	16	32	25	33	35	21	20
AUGERAY	8	14	20	20	17	22	26	24	24	20	18
AUGERE	16	28	22	23	16	31	32	28	28	22	22
AUGEREAU	158	264	250	309	338	455	459	520	525	432	352
AUGERET	0	0	1	7	3	2	8	9	2	3	2
AUGERI	0	2	3	0	4	1	6	10	2	2	2
AUGERON	9	12	23	17	10	15	22	15	16	12	12
AUGEROT	7	2	8	14	2	15	11	8	7	15	0
AUGERT	4	17	9	7	6	18	15	9	5	8	4
AUGERY	8	7	12	21	6	10	9	5	5	5	1
AUGES	6	12	8	14	11	6	6	6	7	1	8
AUGET	10	18	10	26	11	11	22	16	11	14	15
AUGEUL	2	11	6	5	13	8	3	15	11	9	9
AUGEY	42	61	52	66	55	70	86	76	46	77	43
AUGEYRE	4	3	1	6	6	2	4	4	5	1	1
AUGEYROLLE	5	1	8	6	6	3	5	7	4	0	2
AUGEZ	12	9	15	16	18	18	21	26	22	21	12
AUGHEARD	1	2	2	1	11	4	4	11	2	3	6
AUGIAS	15	23	21	26	24	37	41	47	29	41	34
AUGIAT	2	1	0	3	1	3	6	3	6	6	2
AUGIE	3	18	7	3	7	8	1	6	4	0	3
AUGIER	321	454	384	499	386	495	552	549	476	443	376
AUGIER DE CREMIERS	0	2	6	2	3	22	10	7	31	20	11
AUGIER DE MOUSSAC	2	1	7	17	5	7	19	6	19	14	15
AUGIERAS	5	1	3	11	7	11	11	10	6	1	4
AUGIERE	2	4	0	4	6	1	8	3	1	4	8
AUGIERO	0	2	2	2	6	3	3	5	2	1	4
AUGIRON	8	6	7	27	16	22	30	37	38	28	29
AUGIS	69	86	66	101	91	106	98	112	81	91	76
AUGISTROU	1	8	8	13	4	3	3	4	1	1	2
AUGIZEAU	16	28	27	27	43	39	50	83	42	43	44
AUGLANS	5	3	9	12	7	9	10	5	11	4	3
AUGNET	1	5	9	9	13	19	12	11	14	15	3
AUGONNET	10	12	23	16	15	28	15	14	17	14	9
AUGORY	3	6	5	4	4	5	4	2	0	2	0
AUGOT	11	33	21	17	16	44	19	28	22	7	25
AUGOUVERNAIRE	2	12	7	10	10	7	2	10	8	1	10
AUGOYARD	40	42	31	48	41	54	53	48	53	43	28
AUGOYAT	21	31	22	30	34	30	47	29	32	32	18
AUGRAIN	2	6	16	26	19	23	30	25	19	21	21
AUGRAND	15	17	9	12	11	7	8	12	6	10	2
AUGRANDENIS	6	13	4	13	15	9	6	11	1	5	7
AUGRANDJEAN	14	15	9	6	10	9	9	11	9	4	8
AUGRAS	33	58	65	56	44	80	73	72	74	51	54
AUGRAUD	1	1	2	0	6	2	5	5	6	0	5
AUGRE	2	2	2	7	2	2	6	1	8	4	2
AUGRINET	0	1	1	7	1	5	6	4	6	5	2
AUGRIS	24	40	16	43	33	40	49	42	45	40	21
AUGROS	71	90	45	83	84	80	80	85	76	58	58
AUGRY	14	25	28	26	29	44	43	62	49	33	40
AUGSBURGER	3	15	13	19	15	15	17	16	11	6	17
AUGST	11	9	5	23	12	8	18	21	13	17	26
AUGU	12	11	14	23	18	26	27	16	27	18	21
AUGUERES	4	2	4	5	5	5	4	4	6	2	3
AUGUET	57	78	62	90	115	132	144	132	115	114	101
AUGUEUX	7	10	7	8	12	13	7	11	18	8	10
AUGUGLIARO	0	0	0	1	0	0	10	44	42	31	43
AUGUI	2	4	3	3	6	2	4	6	3	6	6
AUGUIAC	0	2	5	1	4	7	2	4	8	3	2
AUGUIE	9	14	6	8	17	15	14	7	8	6	11
AUGUIER	2	5	2	3	6	7	12	10	6	8	9
AUGUIN	42	76	59	74	84	107	132	160	99	118	119
AUGUSSEAU	6	7	1	11	10	10	12	9	14	9	6
AUGUST	0	6	4	2	8	5	6	6	8	9	5
AUGUSTA	0	4	3	4	1	2	4	7	8	2	2
AUGUSTE	217	351	335	486	395	560	712	675	674	718	631
AUGUSTE CHARLERY	0	0	0	0	0	1	2	9	7	12	1
AUGUSTE-CHARLERY	0	8	11	10	13	12	23	23	13	13	27
AUGUSTE-DORMEUIL	1	4	3	3	7	7	5	7	9	4	12
AUGUSTE-MATHIEU	3	2	1	4	9	6	11	15	7	8	14
AUGUSTE-VIRGINIE	0	0	3	6	4	3	7	8	4	5	9
AUGUSTI	0	5	2	2	6	6	3	9	7	6	11
AUGUSTIN	178	364	307	372	345	421	523	524	496	546	553
AUGUSTIN-CHERI	0	1	3	1	10	6	1	1	3	4	1
AUGUSTIN-LUCILE	0	3	2	5	6	5	2	8	5	3	4
AUGUSTIN-VIGUIER	1	1	1	3	7	4	3	10	3	1	2
AUGUSTINE	27	76	62	63	87	100	155	202	204	147	200
AUGUSTINIAK	0	0	0	8	4	6	9	3	4	4	1
AUGUSTINIEN	0	4	2	0	9	3	1	10	1	4	6
AUGUSTO	8	10	6	23	32	35	60	178	492	296	275
AUGUSTY	4	4	11	3	6	21	13	8	15	19	2
AUGUSTYN	0	1	0	13	21	18	28	15	18	15	10
AUGUSTYNIAK	0	0	0	14	55	45	41	47	34	30	20
AUGUSTYNOWICZ	0	0	0	1	5	3	7	3	1	5	6
AUGUSTYNSKI	0	0	0	2	7	3	3	7	2	3	7
AUGUY	42	83	52	86	88	80	81	70	68	56	52
AUGY	25	34	32	37	32	39	52	34	29	46	19
AUILLANS	7	4	1	6	2	4	5	1	3	2	0
AUJALEU	7	14	6	6	9	5	4	12	9	5	5
AUJAME	2	4	0	6	5	4	4	1	5	5	0
AUJAMES	9	12	16	23	14	23	31	19	9	20	15
AUJARD	28	60	52	60	71	77	83	96	85	66	75
AUJARD-CATOT	1	4	6	0	4	1	1	6	2	0	7
AUJARDIAS	2	4	6	4	5	6	9	7	10	8	3
AUJAS	12	11	13	9	15	23	27	20	13	20	12
AUJAUD	2	4	5	9	3	2	1	1	0	3	0
AUJAY	12	9	9	12	8	6	11	9	2	9	5
AUJE	0	4	2	7	2	3	6	5	8	7	6
AUJEAN	16	21	19	15	23	31	30	21	33	16	16
AUJEAU	2	3	5	5	10	9	12	1	5	9	1
AUJEU	3	3	4	2	1	5	5	3	4	1	3
AUJOGUE	5	9	9	14	21	15	25	18	25	13	18
AUJOGUES DIT BARON	2	0	0	3	3	3	2	7	6	3	7
AUJOL	8	16	12	15	10	11	11	17	9	3	8
AUJOLAS	1	6	8	6	7	9	2	4	1	5	0
AUJON	7	5	3	11	3	4	9	0	5	6	4
AUJOUANNET	19	20	9	20	22	15	22	13	9	16	11
AUJOULAT	50	58	53	59	56	56	71	82	47	58	39
AUJOULET	3	9	2	6	1	7	6	4	5	4	3
AUJOURDANNE	6	6	2	7	5	0	4	5	3	1	2
AUJOUX	13	15	13	14	17	20	18	15	16	11	12
AUJUMIER	2	2	0	2	6	2	5	3	2	4	3
AULADELL	0	2	2	1	5	10	3	10	10	2	5
AULAGNE	29	38	42	49	31	33	53	40	38	32	24
AULAGNER	15	25	27	25	29	28	33	49	22	29	43
AULAGNET	5	4	1	7	5	4	7	8	4	7	9
AULAGNIER	36	61	64	73	67	101	92	70	89	68	66
AULAGNON	15	32	16	37	30	21	41	46	20	27	23
AULAIR	1	2	0	7	3	7	11	7	8	13	7
AULAIRE	1	3	1	5	5	2	9	9	4	6	6
AULANET	0	2	5	5	1	3	12	13	13	7	7
AULANIER	17	32	27	35	35	45	39	33	33	24	42
AULARD	30	55	44	50	42	35	37	48	31	26	24
AULAS	37	79	82	56	65	94	102	71	69	75	51
AULAY	2	2	3	2	3	1	4	6	1	3	3
AULEN	6	6	5	10	8	11	17	17	13	16	11
AULENBACHER	3	5	5	0	6	8	5	7	2	2	4
AULERY	9	8	6	4	4	1	1	5	5	6	3
AULET	15	5	9	9	5	3	11	10	12	9	8
AULIAC	25	26	35	40	33	27	40	31	33	16	14
AULIBE	2	0	3	7	1	4	5	2	3	1	3
AULIE	2	4	0	8	5	3	5	10	7	5	7
AULIER	5	5	8	1	0	12	8	16	5	6	9
AULIN	9	14	13	13	11	13	14	17	10	8	13
AULION	4	6	5	3	3	7	5	2	6	5	4
AULLAND	0	0	0	7	4	5	1	6	1	3	4
AULLEN	16	19	14	30	18	22	37	15	16	24	8
AULLO	3	1	0	4	0	0	6	12	7	8	11
AULNER	7	5	9	7	10	10	9	14	13	8	13
AULNETTE	17	54	41	60	66	64	81	75	73	83	69
AULNEY	0	1	2	6	0	6	5	6	6	2	1
AULOIS	5	5	0	5	4	3	2	7	2	1	2
AULOMBARD	1	7	2	3	8	7	9	5	8	13	5
AULON	4	9	7	12	5	9	15	5	18	12	6
AULONG	3	9	4	9	2	8	15	9	9	10	8
AULOTTE	0	3	1	3	1	2	4	3	1	5	7
AULOY	14	15	10	14	16	17	15	21	17	7	15
AULTIER	0	0	3	14	3	0	8	7	4	13	11
AULU	3	6	6	7	3	3	12	6	3	4	9
AULUS	6	6	1	3	4	0	3	4	1	2	1
AUMAGE	25	40	42	27	37	28	29	27	27	21	11
AUMAGY	2	4	3	3	7	2	7	4	4	8	7
AUMAILLE	1	1	3	5	2	4	5	4	6	5	3
AUMAILLEY	5	17	15	11	10	11	14	10	4	10	19
AUMAIN	5	6	3	1	1	6	1	2	4	1	1
AUMAIRE	3	2	2	2	5	4	3	10	4	5	3
AUMAITRE	61	89	71	95	80	104	98	95	91	88	76
AUMAND	14	12	23	24	17	25	39	24	26	22	17
AUMAR	0	4	1	2	4	8	14	32	30	24	15
AUMARCHAND	2	2	2	7	5	1	4	2	1	2	3
AUMARD	19	19	13	25	18	29	34	28	27	38	18
AUMARECHAL	13	15	25	19	15	32	12	26	12	7	12
AUMAS	3	5	6	4	5	2	4	5	5	4	1
AUMASSIP	1	3	3	2	4	7	2	1	5	2	0
AUMASSON	47	42	44	54	29	57	59	33	43	40	27
AUMELAS	1	4	5	1	0	9	6	4	2	5	0
AUMER	3	2	1	4	3	11	9	6	6	6	8
AUMERAN	6	5	6	8	2	6	8	2	4	8	2
AUMERAS	7	7	9	12	1	11	14	5	6	8	5
AUMERCIER	10	25	20	25	16	16	20	14	17	10	14
AUMERLE	5	3	10	3	4	6	7	7	7	5	5
AUMERSIER	2	2	2	5	6	7	8	7	6	9	4
AUMETRE	2	8	3	5	1	5	3	2	0	2	2
AUMETTRE	0	1	1	15	8	5	17	11	5	8	6
AUMEUNIER	37	64	60	53	70	76	60	56	68	40	40
AUMIAUX	1	1	1	2	4	1	4	6	9	1	3
AUMIGNON	5	6	4	8	5	9	5	7	10	2	4
AUMIS	4	11	10	12	18	27	27	38	32	24	28
AUMOINE	9	10	7	10	7	11	9	12	9	4	5
AUMOITTE	9	5	14	17	12	17	30	17	17	19	13
AUMON	7	12	16	6	16	31	24	20	29	23	5
AUMOND	28	41	37	81	44	53	74	73	54	67	72
AUMONIER	23	34	36	49	29	62	51	56	58	45	29
AUMONNIER	2	1	3	1	0	4	5	7	11	9	10
AUMONT	160	252	253	301	293	370	424	454	413	329	291
AUMOUETTE	1	1	2	7	1	6	9	4	6	6	10
AUNAC	8	7	1	11	7	6	18	2	12	7	5
AUNAI	0	2	1	5	2	2	5	8	3	2	4
AUNAVE	9	11	14	30	15	33	39	34	38	28	28
AUNAY	17	39	28	38	39	51	53	60	50	40	54
AUNE	49	43	30	38	31	36	52	55	48	31	45
AUNEAU	57	90	107	151	110	136	177	167	165	142	131
AUNET	6	15	14	13	7	17	11	8	10	7	7
AUNETTE	4	0	1	6	1	5	5	2	4	9	1
AUNEVEUX	6	5	7	6	4	8	7	7	7	6	12
AUNEY	3	0	3	7	1	7	8	8	10	5	7
AUNEZ	1	1	0	4	2	2	3	6	3	7	7
AUNIAC	2	4	4	5	3	10	8	3	4	2	1
AUNIER	7	11	6	5	14	12	4	14	8	4	4
AUNILLON	3	1	0	5	4	2	3	5	3	5	3
AUNIORD	2	5	1	2	6	0	2	5	3	1	4
AUNIS	21	28	17	25	23	35	12	24	31	28	19
AUNOBLE	2	2	4	7	3	2	8	9	5	2	4
AUNON	2	1	1	5	0	2	3	3	11	7	4
AUNOS	9	9	13	22	14	20	37	31	19	31	14
AUPAGE	6	4	5	0	6	6	4	2	5	2	0
AUPAIX	12	17	18	14	15	23	27	20	11	27	11
AUPART	5	23	15	17	25	21	22	27	12	25	18
AUPECLE	14	17	12	17	13	17	17	22	11	16	11
AUPEE	12	21	13	20	30	29	41	46	47	24	29
AUPEIX	9	11	13	15	15	17	27	13	18	20	6
AUPEPIN DE LAMOTHE DREUZY	0	0	4	3	3	1	5	4	6	5	4
AUPERIN	5	6	3	8	20	10	10	13	21	11	12
AUPERPIN	4	4	7	18	11	10	19	27	6	10	12
AUPERRIN	4	9	8	6	3	6	4	1	4	1	1
AUPERT	9	34	27	30	24	57	39	29	49	33	22
AUPEST	7	7	9	6	8	13	11	11	10	12	6
AUPET	12	15	11	12	19	21	15	16	11	22	12
AUPETIT	189	272	229	328	271	310	386	344	256	267	219
AUPETITGENDRE	1	2	1	3	0	0	5	5	5	8	5
AUPHAN	15	29	21	22	27	35	34	35	22	18	23
AUPHAND	3	4	0	5	2	0	5	2	1	7	2
AUPHELLE	1	10	3	8	3	9	9	3	2	3	1
AUPIAIS	13	25	35	36	54	74	57	56	64	48	35
AUPIC	9	11	4	7	9	6	9	20	7	7	13
AUPICON	3	3	3	5	6	3	1	1	7	2	0
AUPICQ	7	4	3	7	4	0	6	4	2	6	0
AUPIED	22	40	18	39	44	37	44	45	41	45	37
AUPIN	8	22	14	23	30	17	32	39	30	31	42
AUPINEL	1	8	4	2	8	6	5	6	5	3	3
AUPITRE	2	10	8	3	6	11	4	4	6	4	5
AUPLAT	3	9	10	22	7	25	37	17	38	21	21
AUPOIL	12	7	7	11	8	9	10	9	10	14	11
AUPOIS	2	1	3	6	0	2	6	2	4	3	5
AUPOIX	8	12	14	19	13	11	27	11	21	16	7
AUPOL	3	8	4	7	6	11	5	14	8	0	3
AUPRA	0	4	2	3	8	6	8	7	8	9	9
AUPRAT	0	1	4	2	1	5	3	6	6	3	2
AUPRETRE	11	22	16	16	26	32	36	23	27	22	12
AUPRINCE	7	3	6	12	4	7	9	2	5	3	4
AUPROUX	17	9	17	17	13	14	12	8	9	9	9
AUPTEL	1	8	3	2	5	10	1	10	8	4	5
AUPY	61	81	66	100	82	95	117	121	81	84	62
AUQUE	28	40	25	43	32	39	45	39	33	38	30
AUQUET	2	5	5	6	7	7	3	6	2	0	6
AUQUIER	26	25	22	32	24	26	29	24	19	21	22
AUQUIERE	0	2	1	6	5	6	8	7	5	9	7
AUQUIERT	2	0	4	4	2	16	26	17	15	18	6
AUQUINET	1	4	2	3	1	3	4	4	5	3	3
AUQUIT	4	5	4	10	3	5	2	4	1	4	0
AURA	1	10	6	8	12	10	8	9	17	7	5
AURADE	4	9	7	15	8	13	11	14	22	3	9
AURADOU	6	11	8	12	9	15	16	8	20	9	3
AURAGNIER	0	0	4	3	3	4	3	6	3	3	3
AURAIN	2	4	4	6	12	14	11	20	11	11	17
AURAIRE	0	0	3	1	1	3	3	9	7	3	2
AURAIX	3	4	2	3	3	6	7	0	5	2	1
AURAMBOUT	8	14	3	17	13	19	16	12	13	9	3
AURAN	12	20	17	23	20	27	26	26	17	16	25
AURAND	44	55	50	63	56	68	72	77	66	61	41
AURANGE	4	12	13	13	20	27	20	28	17	17	14
AURARD	5	10	4	5	6	10	18	16	13	22	15
AURAT	19	49	27	32	38	34	40	45	22	25	28
AURAY	45	96	54	95	83	113	121	126	75	100	85
AURE	18	53	57	92	99	111	191	214	176	189	184
AUREAL	2	13	8	16	12	31	20	26	22	19	20
AUREART	1	1	0	7	4	3	8	2	4	3	3
AUREAU	6	10	5	10	12	15	25	20	10	23	13
AURECHE	1	4	1	4	3	8	10	6	3	6	2
AUREGAN	23	37	38	32	34	36	47	35	29	22	37
AUREGGIO	7	1	3	8	8	12	13	12	7	4	8
AUREGLIA	7	7	15	14	12	4	9	9	5	6	4
AUREILHAN	2	5	7	2	3	3	9	2	6	4	0
AUREILLE	24	22	24	24	29	27	32	33	33	27	23
AUREJAC	21	41	40	37	30	37	56	43	36	28	22
AUREL	44	46	45	61	41	67	81	67	58	52	54
AURELA	1	3	1	6	13	12	15	13	21	12	22
AURELE	1	2	3	4	3	3	6	6	5	14	12
AURELIE	1	4	3	1	5	6	5	4	7	6	4
AURELIEN	7	13	9	17	11	14	16	16	12	23	21
AURELIO	2	7	8	12	7	11	7	20	23	24	16
AURELLE	21	53	46	42	55	77	69	55	64	50	46
AUREMBOUX	4	2	11	4	7	5	2	9	8	3	8
AURENCHE	7	18	7	11	20	21	22	21	13	15	7
AURENGE	3	0	4	3	4	5	5	5	0	2	2
AURENSAN	15	34	44	45	37	40	57	53	43	34	22
AURENTY	3	9	8	3	4	11	7	5	7	1	2
AURES	15	6	3	9	1	5	1	1	4	1	3
AURET	21	18	15	25	20	22	25	18	13	14	11
AUREY	4	10	10	16	18	15	19	19	10	19	26
AUREYRE	1	3	3	4	7	5	4	10	1	2	8
AURIA	0	0	0	5	7	9	33	25	31	17	21
AURIAC	51	128	94	92	123	132	135	125	91	94	81
AURIACH	5	11	11	20	9	10	13	16	8	11	15
AURIACOMBE	11	23	9	20	15	9	16	26	9	13	19
AURIAN	5	4	4	7	1	2	4	5	2	9	5
AURIANT	4	10	8	6	13	12	6	12	14	6	10
AURIAS	2	4	6	6	1	3	2	1	3	5	0
AURIAT	18	26	10	28	13	22	29	25	16	21	21
AURIAU	24	34	29	63	57	66	68	62	44	53	38
AURIAULT	31	52	50	90	66	65	88	93	51	62	58
AURIAUX	1	3	4	4	5	6	6	7	6	1	4
AURIBAULT	40	63	44	39	58	50	47	70	39	34	44
AURIC	19	21	18	27	20	30	34	28	22	26	18
AURICANE	0	4	3	2	3	6	12	7	1	7	4
AURICES	2	0	2	4	2	5	7	5	5	6	0
AURICH	0	0	2	2	2	4	7	3	6	6	3
AURICHE	5	7	5	13	11	17	14	12	14	6	11
AURICK	1	4	0	4	4	2	6	2	3	5	5
AURICOMBE	1	2	4	14	3	7	13	6	3	3	4
AURICOSTE	8	14	7	11	12	14	14	9	8	15	5
AURIEDE	5	4	5	4	4	9	3	3	4	2	3
AURIEL	31	48	27	57	39	43	75	48	47	30	40
AURIEMMA	2	7	7	11	5	4	23	24	7	17	9
AURIENG	0	5	4	10	7	8	6	2	4	4	4
AURIENTIS	8	16	16	11	24	12	22	17	12	16	16
AURIER	10	13	5	22	17	19	21	26	18	16	12
AURIERE	8	7	8	7	2	7	9	6	5	10	4
AURIERES	32	53	31	62	59	54	48	50	51	31	35
AURIEUX	4	2	5	4	1	9	4	3	11	2	8
AURIGNAC	26	34	26	29	32	26	36	29	24	29	24
AURIGNY	0	0	2	1	0	3	9	2	5	6	4
AURILIO	0	0	0	0	1	0	3	17	3	4	11
AURILLARD	8	7	7	8	10	9	4	13	8	7	9
AURILLON	11	16	23	23	7	23	19	10	12	14	9
AURIMOND	7	3	0	4	4	0	5	1	3	8	1
AURIN	5	3	6	7	6	9	7	15	6	9	5
AURINE	2	9	4	7	4	5	6	3	4	9	4
AURIO	2	4	3	6	3	1	3	4	0	1	4
AURIOL	205	349	227	300	289	305	284	315	260	207	223
AURIOLLE	5	4	3	6	3	4	12	2	1	8	4
AURIOT	0	3	5	7	6	7	10	6	8	4	8
AURIOU	5	3	5	13	8	12	20	14	18	8	5
AURIOUX	2	7	5	8	5	6	8	4	10	6	2
AURISSET	0	4	1	0	7	6	4	11	5	6	5
AURIVEL	4	10	14	10	10	14	22	43	19	19	28
AURNAGUE	1	5	3	7	3	4	6	7	4	2	7
AURO	0	0	2	1	8	8	3	5	5	2	9
AUROI	7	12	6	6	5	8	4	4	8	0	1
AUROKIOM	0	1	0	4	4	2	10	6	0	8	4
AUROQUE	8	8	8	6	3	7	3	9	11	7	7
AURORA	0	3	0	2	0	3	3	12	5	4	8
AURORE	3	8	9	18	20	26	29	25	31	43	23
AUROUET	25	21	22	36	25	32	25	27	23	36	18
AUROUSSEAU	62	108	98	119	98	127	142	159	102	105	92
AUROUX	109	164	132	183	141	206	217	175	188	133	121
AUROUZE	13	27	22	20	30	13	26	34	23	24	15
AUROY	84	127	108	113	115	144	153	168	111	141	101
AUROYER	11	17	8	10	19	13	13	18	5	11	9
AURRAN	11	26	20	18	15	22	10	8	13	14	10
AURRIERE	1	2	1	3	4	4	4	4	2	1	6
AURRY	0	4	4	1	7	2	2	7	5	3	9
AURUS	4	4	3	7	10	8	7	18	7	7	5
AURY	66	68	84	88	76	113	116	98	115	102	72
AUSAN	2	5	0	4	7	5	3	2	0	2	0
AUSANNEAU	1	4	1	6	4	5	13	6	4	7	3
AUSBART	2	3	4	8	5	12	9	6	10	8	5
AUSCHER	3	8	3	6	3	6	6	6	1	2	4
AUSCHITZKY	6	4	0	6	6	4	0	4	6	2	1
AUSENDA	2	1	2	6	4	9	5	2	3	4	2
AUSESKY	0	1	1	2	6	8	6	8	15	8	10
AUSET	4	4	0	1	7	2	7	7	2	3	6
AUSIAS	2	2	1	2	4	3	2	9	2	5	5
AUSILIA	3	8	5	7	5	8	5	5	8	0	7
AUSIMOUR	2	10	4	7	7	2	6	3	5	4	2
AUSINA	0	0	0	4	0	1	5	25	21	23	15
AUSLOOS	2	0	8	2	2	3	3	6	1	1	3
AUSONE	2	0	0	4	2	6	9	2	1	9	2
AUSSAGE	16	9	8	31	29	16	53	22	20	26	14
AUSSAGUEL	1	7	5	8	8	9	9	9	15	12	9
AUSSAGUES	3	10	6	3	7	7	4	8	10	7	3
AUSSAL	9	10	9	12	7	16	18	14	7	8	9
AUSSANAIRE	14	15	10	13	16	9	17	10	7	7	11
